GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000142784	1	27561007	27635110	54	4	584	0.20085	0.42041	WDTC1
ENSG00000186501	1	27648651	27662891	16	3	584	-0.18824	0.57465	TMEM222
ENSG00000142765	1	27668513	27680421	19	4	584	0.10982	0.45627	SYTL1
ENSG00000142733	1	27681675	27693383	2	1	584	-0.39371	0.6531	MAP3K6
ENSG00000174950	1	27705666	27709870	5	2	584	1.3514	0.088283	CD164L2
ENSG00000181773	1	27719148	27722318	1	1	584	1.1694	0.12113	GPR3
ENSG00000158195	1	27730730	27816669	85	3	584	0.98693	0.16184	WASF2
ENSG00000000938	1	27938575	27961788	4	2	584	-0.57534	0.71747	FGR
ENSG00000126709	1	27992572	27998729	8	1	584	0.23897	0.40556	IFI6
ENSG00000009780	1	28052490	28089633	61	1	584	0.3777	0.35283	FAM76A
ENSG00000117758	1	28099694	28150963	49	2	584	0.40222	0.34376	STX12
ENSG00000117751	1	28157289	28178187	16	1	584	0.38275	0.35095	PPP1R8
ENSG00000130775	1	28199055	28213196	39	6	584	-1.7706	0.96169	THEMIS2
ENSG00000117748	1	28218035	28241257	48	2	584	-1.9635	0.9752	RPA2
ENSG00000130768	1	28261504	28285668	58	7	584	-0.54248	0.70626	SMPDL3B
ENSG00000158156	1	28285973	28294607	7	3	584	1.0772	0.14069	XKR8
ENSG00000158161	1	28296855	28415207	141	7	584	0.82301	0.20525	EYA3
ENSG00000169403	1	28473677	28520447	22	2	584	-1.6985	0.95529	PTAFR
ENSG00000126698	1	28525967	28559536	41	2	584	-1.2959	0.9025	DNAJC8
ENSG00000130770	1	28562620	28573417	32	1	584	-0.96409	0.8325	ATPIF1
ENSG00000130766	1	28586038	28609002	17	2	584	-0.75698	0.77547	SESN2
ENSG00000130772	1	28655513	28662476	2	1	584	-0.60228	0.72651	MED18
ENSG00000204138	1	28696114	28826881	115	2	584	-0.36711	0.64323	PHACTR4
ENSG00000180198	1	28832455	28865812	24	1	584	-0.40417	0.65696	RCC1
ENSG00000180098	1	28879597	28905051	23	1	584	-0.49751	0.69059	TRNAU1AP
ENSG00000120656	1	28915835	28969597	32	2	584	-1.0677	0.85718	TAF12
ENSG00000188060	1	28918712	28921955	2	1	584	-1.1232	0.86932	RAB42
ENSG00000162419	1	28995244	29045865	48	2	584	-0.084669	0.53374	GMEB1
ENSG00000198492	1	29063133	29096287	44	2	584	0.11613	0.45378	YTHDF2
ENSG00000116329	1	29138654	29190208	84	7	584	1.0051	0.15743	OPRD1
ENSG00000159023	1	29213603	29446553	99	8	584	0.58752	0.27843	EPB41
ENSG00000253304	1	29445940	29450447	6	1	584	0.75036	0.22652	TMEM200B
ENSG00000116350	1	29474255	29508499	38	6	584	-0.71919	0.76399	SRSF4
ENSG00000116353	1	29519385	29557454	59	6	584	-0.42377	0.66413	MECR
ENSG00000060656	1	29563028	29653325	125	13	584	-0.89109	0.81356	PTPRU
ENSG00000162510	1	31184124	31196434	39	4	584	-0.4284	0.66582	MATN1
ENSG00000162511	1	31205316	31230667	35	8	584	0.12252	0.45125	LAPTM5
ENSG00000162512	1	31342314	31381608	63	13	584	-0.52121	0.69889	SDC3
ENSG00000134644	1	31404353	31538838	248	19	584	0.54941	0.29136	PUM1
ENSG00000084628	1	31652592	31712401	240	14	584	-0.25746	0.60159	NKAIN1
ENSG00000060688	1	31732417	31769662	116	8	584	0.035914	0.48568	SNRNP40
ENSG00000121766	1	31769842	31837783	158	9	584	-0.10234	0.54076	ZCCHC17
ENSG00000121769	1	31838472	31849697	15	4	584	-0.32723	0.62825	FABP3
ENSG00000168528	1	31882412	31907525	60	6	584	-0.55067	0.70907	SERINC2
ENSG00000142910	1	32042116	32053288	1	1	584	-1.6113	0.94644	TINAGL1
ENSG00000121764	1	32083287	32098119	25	2	584	1.6971	0.044836	HCRTR1
ENSG00000162517	1	32095463	32110497	20	2	584	1.6065	0.054086	PEF1
ENSG00000084636	1	32117848	32169920	75	12	584	1.024	0.15292	COL16A1
ENSG00000121753	1	32192718	32230494	37	6	584	-0.22726	0.58989	BAI2
ENSG00000134668	1	32256023	32281652	46	8	584	-0.63909	0.73862	SPOCD1
ENSG00000184007	1	32372022	32410457	20	3	584	-0.029693	0.51184	PTP4A2
ENSG00000121774	1	32479430	32526451	4	2	584	0.87093	0.1919	KHDRBS1
ENSG00000121775	1	32537632	32568467	28	1	584	1.221	0.11104	TMEM39B
ENSG00000025800	1	32573639	32642169	54	1	584	1.176	0.11979	KPNA6
ENSG00000084652	1	32645287	32663886	14	1	584	1.1611	0.1228	TXLNA
ENSG00000160051	1	32671236	32674288	4	1	584	1.1573	0.12357	IQCC
ENSG00000222046	1	32674695	32681797	4	1	584	1.1577	0.12349	DCDC2B
ENSG00000160055	1	32680073	32687972	5	1	584	1.1113	0.13322	TMEM234
ENSG00000084623	1	32687529	32697205	9	1	584	1.0567	0.14531	EIF3I
ENSG00000183615	1	32712834	32714457	1	1	584	0.092934	0.46298	FAM167B
ENSG00000182866	1	32716840	32751766	9	1	584	0.61165	0.27039	LCK
ENSG00000160058	1	32830704	32860332	1	1	584	-3.0968	0.99902	BSDC1
ENSG00000254553	1	32930658	33066393	168	3	584	0.44042	0.32982	RP1-27O5.3
ENSG00000273274	1	32930670	32962287	8	1	584	0.52525	0.2997	ZBTB8B
ENSG00000160062	1	33005028	33071540	119	3	584	0.55118	0.29076	ZBTB8A
ENSG00000176261	1	33065773	33116504	105	4	584	1.6876	0.045743	ZBTB8OS
ENSG00000162521	1	33116743	33151812	81	2	584	1.7214	0.042594	RBBP4
ENSG00000162520	1	33145507	33169197	48	3	584	1.6759	0.046874	SYNC
ENSG00000162522	1	33207486	33240571	24	4	584	0.56108	0.28737	KIAA1522
ENSG00000134684	1	33240840	33283754	38	2	584	-0.29593	0.61636	YARS
ENSG00000116497	1	33282368	33324476	26	2	584	-0.43264	0.66736	S100PBP
ENSG00000160097	1	33327869	33338083	4	1	584	-0.61226	0.72982	FNDC5
ENSG00000121905	1	33351595	33364042	4	1	584	-1.185	0.882	HPCA
ENSG00000121900	1	33360195	33367039	1	1	584	-0.47994	0.68436	TMEM54
ENSG00000116514	1	33402046	33430286	30	2	584	-0.0345	0.51376	RNF19B
ENSG00000004455	1	33473585	33546597	56	1	584	0.3699	0.35573	AK2
ENSG00000142920	1	33546705	33586131	1	1	584	0.74711	0.2275	ADC
ENSG00000116525	1	33611003	33647660	54	3	584	0.89315	0.18589	TRIM62
ENSG00000160094	1	33722146	33766320	25	1	584	-1.3249	0.90741	ZNF362
ENSG00000184389	1	33772367	33786699	6	2	584	-0.72106	0.76456	A3GALT2
ENSG00000134686	1	33789224	33896653	250	16	584	0.37045	0.35552	PHC2
ENSG00000121903	1	33938246	33962107	49	3	584	1.7456	0.040437	ZSCAN20
ENSG00000121904	1	33979609	34631443	1253	128	584	0.35215	0.36236	CSMD2
ENSG00000176256	1	34326076	34330392	3	1	584	0.93304	0.1754	HMGB4
ENSG00000142698	1	34632484	34684732	161	19	584	-0.2376	0.5939	C1orf94
ENSG00000163866	1	35178338	35325417	320	46	584	-0.014532	0.5058	SMIM12
ENSG00000189280	1	35220648	35224113	9	3	584	0.54574	0.29262	GJB5
ENSG00000189433	1	35225342	35229325	9	4	584	-1.2331	0.89123	GJB4
ENSG00000188910	1	35246790	35251970	6	2	584	-0.794	0.7864	GJB3
ENSG00000187513	1	35258599	35261348	8	2	584	-0.66596	0.74728	GJA4
ENSG00000116544	1	35331037	35395186	37	11	584	0.13783	0.44519	DLGAP3
ENSG00000271741	1	35447134	35497342	85	2	584	-1.2383	0.8922	RP11-244H3.4
ENSG00000243749	1	35447136	35450954	8	1	584	-1.4615	0.92806	ZMYM6NB
ENSG00000163867	1	35449523	35497569	79	2	584	-1.1893	0.88285	ZMYM6
ENSG00000197056	1	35525387	35581460	65	5	584	-0.79845	0.7877	ZMYM1
ENSG00000116560	1	35641979	35658749	37	3	584	-1.4844	0.93115	SFPQ
ENSG00000146463	1	35734568	35887659	156	7	584	1.1145	0.13252	ZMYM4
ENSG00000142687	1	35899091	36023551	102	7	584	-0.58142	0.71952	KIAA0319L
ENSG00000020129	1	36023074	36032875	11	3	584	-0.79966	0.78805	NCDN
ENSG00000116819	1	36038971	36060929	46	5	584	1.274	0.10133	TFAP2E
ENSG00000126067	1	36067185	36107445	59	8	584	1.0579	0.14504	PSMB2
ENSG00000142686	1	36179476	36185073	5	2	584	-1.2566	0.89555	C1orf216
ENSG00000092853	1	36185819	36235568	42	4	584	-1.4566	0.92739	CLSPN
ENSG00000134698	1	36273773	36323491	33	4	584	-1.8461	0.96756	AGO4
ENSG00000092847	1	36335409	36395211	42	5	584	-0.59239	0.7232	AGO1
ENSG00000126070	1	36396319	36538101	98	7	584	-0.24809	0.59797	AGO3
ENSG00000092850	1	36549676	36553876	2	1	584	-1.5338	0.93746	TEKT2
ENSG00000116863	1	36554476	36559533	4	2	584	-0.1736	0.56891	ADPRHL2
ENSG00000171812	1	36560837	36590821	51	8	584	-0.13337	0.55305	COL8A2
ENSG00000054116	1	36602173	36615098	28	3	584	-0.001635	0.50065	TRAPPC3
ENSG00000116871	1	36621180	36646450	29	4	584	-0.53308	0.70301	MAP7D1
ENSG00000054118	1	36690017	36770958	12	4	584	-0.85115	0.80266	THRAP3
ENSG00000214193	1	36771988	36790484	3	1	584	-0.19845	0.57865	SH3D21
ENSG00000142694	1	36787632	36789755	2	1	584	-0.16448	0.56532	EVA1B
ENSG00000116883	1	36789335	36794822	1	1	584	-0.1629	0.5647	RP11-268J15.5
ENSG00000116885	1	36881428	36916086	132	7	584	2.1605	0.015366	OSCP1
ENSG00000116898	1	36921319	36930038	34	6	584	1.9777	0.023984	MRPS15
ENSG00000119535	1	36931644	36948879	30	6	584	1.0962	0.1365	CSF3R
ENSG00000163873	1	37261128	37499730	203	22	584	0.75069	0.22642	GRIK3
ENSG00000163874	1	37940153	37949980	8	2	584	-0.077929	0.53106	ZC3H12A
ENSG00000163875	1	37958176	37980375	41	6	584	-1.1443	0.87376	MEAF6
ENSG00000163877	1	38000050	38019903	19	4	584	-0.52359	0.69972	SNIP1
ENSG00000163879	1	38022520	38032458	7	2	584	-1.1705	0.8791	DNALI1
ENSG00000134697	1	38032417	38061536	28	4	584	-0.48173	0.685	GNL2
ENSG00000169218	1	38076951	38100595	41	8	584	0.5472	0.29212	RSPO1
ENSG00000116922	1	38147242	38157914	37	4	584	0.56611	0.28566	C1orf109
ENSG00000134690	1	38158090	38175391	40	5	584	0.94406	0.17257	CDCA8
ENSG00000183317	1	38179552	38230805	175	15	584	-0.76294	0.77725	EPHA10
ENSG00000185090	1	38259474	38266809	5	2	584	-0.48254	0.68529	MANEAL
ENSG00000196449	1	38268616	38273857	10	3	584	-0.85782	0.8045	YRDC
ENSG00000197982	1	38272651	38275126	1	1	584	-0.57435	0.71714	C1orf122
ENSG00000188786	1	38275239	38325292	44	5	584	-1.1146	0.86749	MTF1
ENSG00000204084	1	38326369	38412729	130	11	584	-2.7844	0.99732	INPP5B
ENSG00000183431	1	38422647	38456593	43	5	584	-2.2274	0.98704	SF3A3
ENSG00000183520	1	38474930	38490496	14	4	584	0.15962	0.43659	UTP11L
ENSG00000185668	1	38509523	38512450	2	1	584	0.3787	0.35246	POU3F1
ENSG00000116954	1	39303870	39325495	13	2	584	-1.2331	0.89123	RRAGC
ENSG00000214114	1	39328636	39347289	18	2	584	-1.125	0.86971	MYCBP
ENSG00000131233	1	39330175	39347289	17	1	584	-1.0023	0.84189	GJA9
ENSG00000158315	1	39351479	39407471	106	14	584	0.19634	0.42217	RHBDL2
ENSG00000174574	1	39456895	39471731	44	4	584	-2.822	0.99761	AKIRIN1
ENSG00000168653	1	39491990	39500308	28	2	584	-1.3406	0.90997	NDUFS5
ENSG00000127603	1	39546988	39952849	353	12	584	1.1379	0.12759	MACF1
ENSG00000255103	1	39876151	39882154	6	2	584	1.0116	0.15586	KIAA0754
ENSG00000183682	1	39957318	39991607	35	5	584	-2.6203	0.99561	BMP8A
ENSG00000090621	1	40026488	40042462	17	3	584	-2.6014	0.99536	PABPC4
ENSG00000163909	1	40089825	40105617	17	6	584	-0.40257	0.65637	HEYL
ENSG00000116981	1	40124793	40137710	26	7	584	0.19195	0.42389	NT5C1A
ENSG00000116983	1	40144320	40157361	49	9	584	1.8894	0.029418	HPCAL4
ENSG00000084072	1	40157854	40229586	110	16	584	-1.8813	0.97004	PPIE
ENSG00000116985	1	40222854	40254533	85	10	584	0.36181	0.35875	BMP8B
ENSG00000198754	1	40235195	40237020	2	1	584	-0.56996	0.71565	OXCT2
ENSG00000043514	1	40306723	40349183	92	9	584	0.54041	0.29446	TRIT1
ENSG00000116990	1	40361098	40367928	5	2	584	-0.27616	0.60879	MYCL
ENSG00000168389	1	40420802	40435638	14	5	584	-1.6177	0.94714	MFSD2A
ENSG00000131236	1	40505905	40538321	29	4	584	0.5337	0.29677	CAP1
ENSG00000131238	1	40538379	40563375	54	6	584	0.67945	0.24843	PPT1
ENSG00000117000	1	40627045	40706593	65	6	584	1.8962	0.028965	RLF
ENSG00000188800	1	40711619	40717363	6	3	584	1.5701	0.058193	TMCO2
ENSG00000084073	1	40723779	40759856	44	7	584	0.90249	0.1834	ZMPSTE24
ENSG00000049089	1	40766159	40783488	65	9	584	0.16468	0.4346	COL9A2
ENSG00000084070	1	40810522	40888998	137	19	584	1.5667	0.058587	SMAP2
ENSG00000187801	1	40915774	40929390	36	9	584	-2.1164	0.98284	ZFP69B
ENSG00000187815	1	40942887	40962015	37	7	584	-0.48379	0.68573	ZFP69
ENSG00000164002	1	40974413	40982228	26	5	584	-0.40223	0.65624	EXO5
ENSG00000117010	1	40997233	41013841	50	6	584	-0.84704	0.80151	ZNF684
ENSG00000117016	1	41086351	41131329	92	9	584	-0.026793	0.51069	RIMS3
ENSG00000066136	1	41157320	41237275	123	6	584	1.3072	0.095572	NFYC
ENSG00000117013	1	41249684	41306124	97	16	584	-0.06492	0.52588	KCNQ4
ENSG00000179862	1	41326729	41328018	7	1	584	0.78512	0.21619	CITED4
ENSG00000171793	1	41445007	41478235	75	13	584	0.13309	0.44706	CTPS1
ENSG00000171790	1	41481269	41488909	23	5	584	0.87974	0.1895	SLFNL1
ENSG00000010803	1	41492872	41707826	413	21	584	0.92214	0.17823	SCMH1
ENSG00000204060	1	41827594	41849262	46	7	584	0.82613	0.20436	FOXO6
ENSG00000127129	1	41944446	41950344	12	3	584	-0.47642	0.68311	EDN2
ENSG00000127124	1	41972036	42501596	718	52	584	0.23079	0.40874	HIVEP3
ENSG00000044012	1	42619092	42621495	7	3	584	1.3047	0.096001	GUCA2B
ENSG00000197273	1	42628362	42630389	3	2	584	-0.25213	0.59953	GUCA2A
ENSG00000198815	1	42642210	42801548	220	6	584	0.15084	0.44005	FOXJ3
ENSG00000177181	1	42846466	42888249	150	7	584	0.25031	0.40118	RIMKLA
ENSG00000066185	1	42896000	42921938	81	6	584	1.0754	0.1411	ZMYND12
ENSG00000127125	1	42921788	42939056	34	3	584	0.65422	0.25648	PPCS
ENSG00000186409	1	42929001	43120335	556	16	584	-0.2271	0.58983	CCDC30
ENSG00000171960	1	43124096	43142429	20	4	584	0.92567	0.17731	PPIH
ENSG00000065978	1	43148098	43168020	22	4	584	0.80228	0.21119	YBX1
ENSG00000164007	1	43198764	43205925	11	2	584	0.52477	0.29987	CLDN19
ENSG00000117385	1	43212006	43232755	27	5	584	-0.09973	0.53972	LEPRE1
ENSG00000164008	1	43232940	43263968	43	6	584	-0.23284	0.59206	C1orf50
ENSG00000177868	1	43272723	43282954	13	3	584	0.081854	0.46738	CCDC23
ENSG00000164010	1	43282795	43310660	35	7	584	-0.30914	0.62139	ERMAP
ENSG00000164011	1	43312280	43318148	4	2	584	-0.13287	0.55285	ZNF691
ENSG00000117394	1	43391052	43424530	121	12	584	-0.064407	0.52568	SLC2A1
ENSG00000186973	1	43610824	43622067	26	3	584	0.014663	0.49415	FAM183A
ENSG00000117395	1	43629846	43736607	199	13	584	-1.2374	0.89203	EBNA1BP2
ENSG00000243710	1	43637820	43720029	174	11	584	-0.99239	0.8395	WDR65
ENSG00000179178	1	43735665	43739673	4	2	584	-1.6837	0.95388	TMEM125
ENSG00000253313	1	43747554	43751288	2	1	584	-0.96404	0.83249	C1orf210
ENSG00000066056	1	43766664	43788779	23	3	584	-3.5599	0.99981	TIE1
ENSG00000117400	1	43803478	43818443	8	1	584	-0.65985	0.74532	MPL
ENSG00000117399	1	43824626	43828874	1	1	584	-1.1509	0.87512	CDC20
ENSG00000066322	1	43829068	43833696	1	1	584	-1.2271	0.89011	ELOVL1
ENSG00000159479	1	43849588	43855479	1	1	584	-0.79736	0.78738	MED8
ENSG00000198198	1	43855553	43918321	54	2	584	-1.1397	0.8728	SZT2
ENSG00000178922	1	43916824	43919660	3	1	584	-0.094194	0.53752	HYI
ENSG00000142949	1	43990858	44089343	231	14	584	-0.69712	0.75713	PTPRF
ENSG00000066135	1	44115829	44171186	63	6	584	0.041142	0.48359	KDM4A
ENSG00000126091	1	44171495	44396831	450	21	584	-0.59972	0.72565	ST3GAL3
ENSG00000117407	1	44398992	44402913	8	2	584	0.12566	0.45	ARTN
ENSG00000117408	1	44412611	44433694	25	3	584	0.32112	0.37406	IPO13
ENSG00000132768	1	44435672	44439041	3	1	584	0.14721	0.44148	DPH2
ENSG00000117410	1	44440159	44443967	6	2	584	-1.0301	0.84851	ATP6V0B
ENSG00000117411	1	44444615	44456840	16	4	584	-0.12716	0.55059	B4GALT2
ENSG00000159214	1	44457031	44462200	7	2	584	0.95219	0.1705	CCDC24
ENSG00000196517	1	44457172	44497139	36	7	584	0.51365	0.30375	SLC6A9
ENSG00000171872	1	44584522	44600812	49	9	584	-0.57002	0.71567	KLF17
ENSG00000178028	1	44679127	44686353	9	3	584	-1.8438	0.9674	DMAP1
ENSG00000117419	1	44686742	44820932	107	8	584	-2.316	0.98972	ERI3
ENSG00000187147	1	44870866	45117396	339	55	584	-0.90699	0.81779	RNF220
ENSG00000126106	1	45100910	45140227	56	7	584	0.10704	0.45738	TMEM53
ENSG00000198520	1	45140364	45191263	57	11	584	0.18546	0.42644	C1orf228
ENSG00000142945	1	45205490	45233439	59	8	584	0.27349	0.39224	KIF2C
ENSG00000142937	1	45240923	45244451	5	3	584	0.40839	0.34149	RPS8
ENSG00000142959	1	45249257	45253377	2	1	584	1.2085	0.11343	BEST4
ENSG00000173846	1	45265897	45271662	15	4	584	0.57097	0.28401	PLK3
ENSG00000188396	1	45271585	45272957	4	2	584	0.52618	0.29938	TCTEX1D4
ENSG00000222009	1	45274154	45281257	14	3	584	0.84389	0.19937	BTBD19
ENSG00000117425	1	45285516	45308735	56	7	584	0.36733	0.35669	PTCH2
ENSG00000070785	1	45316450	45452282	340	13	584	0.63606	0.26237	EIF2B3
ENSG00000126107	1	45468212	45477001	10	2	584	0.40157	0.344	HECTD3
ENSG00000126088	1	45477819	45481247	6	2	584	0.3274	0.37168	UROD
ENSG00000162415	1	45482071	45771881	390	17	584	-0.72798	0.76669	ZSWIM5
ENSG00000186603	1	45792545	45794347	1	1	584	-1.5042	0.93374	HPDL
ENSG00000132781	1	45794835	45806142	13	2	584	-0.80356	0.78917	MUTYH
ENSG00000132773	1	45805342	45809647	6	1	584	-0.6063	0.72784	TOE1
ENSG00000070759	1	45809555	45956872	248	14	584	-0.18144	0.57199	TESK2
ENSG00000236624	1	45959538	45965751	9	3	584	-0.60438	0.7272	CCDC163P
ENSG00000132763	1	45965725	45976739	13	4	584	-0.82699	0.79588	MMACHC
ENSG00000117450	1	45976708	45988719	17	3	584	-0.82081	0.79412	PRDX1
ENSG00000117448	1	46016215	46035721	51	5	584	-2.4814	0.99346	AKR1A1
ENSG00000132780	1	46049518	46084566	88	5	584	-2.7135	0.99667	NASP
ENSG00000159588	1	46085716	46089729	10	2	584	-1.9384	0.97371	CCDC17
ENSG00000159592	1	46092976	46153785	137	6	584	-2.2958	0.98916	GPBP1L1
ENSG00000159596	1	46152886	46160115	16	2	584	-2.4097	0.99202	TMEM69
ENSG00000197429	1	46159996	46216322	126	5	584	-2.3703	0.99111	IPP
ENSG00000086015	1	46252659	46501796	320	10	584	-1.4098	0.92069	MAST2
ENSG00000117461	1	46505812	46642160	110	7	584	-0.73176	0.76784	PIK3R3
ENSG00000117472	1	46640745	46651630	10	2	584	0.032375	0.48709	TSPAN1
ENSG00000085998	1	46654354	46685977	27	3	584	-2.0186	0.97823	POMGNT1
ENSG00000171357	1	46669006	46686933	12	3	584	-2.0082	0.97769	LURAP1
ENSG00000085999	1	46713360	46744145	14	4	584	-1.7789	0.96238	RAD54L
ENSG00000132128	1	46726868	46769280	16	4	584	-1.1235	0.86939	LRRC41
ENSG00000173660	1	46769303	46782448	9	2	584	-0.9327	0.82451	UQCRH
ENSG00000117481	1	46805849	46830824	20	5	584	-0.52384	0.6998	NSUN4
ENSG00000117480	1	46859937	46879520	26	5	584	0.24559	0.403	FAAH
ENSG00000197587	1	46972668	46979898	28	8	584	1.353	0.088032	DMBX1
ENSG00000162456	1	47011316	47017199	23	4	584	1.2605	0.10375	KNCN
ENSG00000079277	1	47023090	47082515	83	6	584	1.4767	0.069872	MKNK1
ENSG00000142961	1	47073387	47082563	17	2	584	1.0794	0.14019	MOB3C
ENSG00000123472	1	47098409	47139539	142	9	584	0.23998	0.40517	ATPAF1
ENSG00000159658	1	47124366	47184824	164	11	584	0.24547	0.40305	EFCAB14
ENSG00000186118	1	47134527	47139266	9	3	584	0.70817	0.23942	TEX38
ENSG00000142973	1	47223510	47285085	84	11	584	-0.17011	0.56754	CYP4B1
ENSG00000187048	1	47394849	47407156	31	3	584	0.34266	0.36593	CYP4A11
ENSG00000186377	1	47427036	47516423	141	11	584	-0.54576	0.70738	CYP4X1
ENSG00000186160	1	47533160	47583991	61	6	584	-4.3112	0.99999	CYP4Z1
ENSG00000162365	1	47603107	47615413	44	6	584	-2.7983	0.99743	CYP4A22
ENSG00000162366	1	47649265	47656716	2	1	584	1.2327	0.10884	PDZK1IP1
ENSG00000162367	1	47681962	47697892	15	4	584	0.16068	0.43617	TAL1
ENSG00000123473	1	47715811	47779819	169	11	584	-1.0375	0.85026	STIL
ENSG00000162368	1	47799469	47844511	141	11	584	-0.81032	0.79112	CMPK1
ENSG00000186790	1	47881744	47883723	5	3	584	-1.0315	0.84884	FOXE3
ENSG00000186564	1	47901689	47906363	7	2	584	0.32824	0.37136	FOXD2
ENSG00000269113	1	48226200	48462567	553	29	584	1.2182	0.11158	TRABD2B
ENSG00000117834	1	48688357	48714316	41	6	584	-1.9651	0.9753	SLC5A9
ENSG00000132122	1	48761044	48937845	388	19	584	-1.4572	0.92747	SPATA6
ENSG00000186094	1	48998527	50489585	1704	48	584	-0.86017	0.80515	AGBL4
ENSG00000162373	1	49193195	49242641	67	10	584	0.095027	0.46215	BEND5
ENSG00000227839	1	50459990	50461874	1	1	584	-0.71431	0.76248	AL645730.2
ENSG00000162374	1	50513686	50669458	98	10	584	-0.77425	0.78061	ELAVL4
ENSG00000142700	1	50883222	50889172	2	1	584	-0.18693	0.57414	DMRTA2
ENSG00000185104	1	50905150	51425935	332	6	584	0.43511	0.33174	FAF1
ENSG00000123080	1	51426417	51440305	6	1	584	0.28824	0.38658	CDKN2C
ENSG00000204006	1	51567906	51613752	60	5	584	-2.9662	0.99849	C1orf185
ENSG00000123091	1	51701943	51739127	8	2	584	-0.051492	0.52053	RNF11
ENSG00000085831	1	51752930	51810788	30	6	584	0.50194	0.30786	TTC39A
ENSG00000085832	1	51819935	51985000	2	1	584	0.14699	0.44157	EPS15
ENSG00000117859	1	52042851	52254889	86	11	584	2.215	0.01338	OSBPL9
ENSG00000078618	1	52254863	52344477	80	4	584	0.40348	0.3433	NRD1
ENSG00000169213	1	52373628	52456436	16	3	584	-0.64665	0.74107	RAB3B
ENSG00000117862	1	52485803	52521843	14	2	584	0.59648	0.27543	TXNDC12
ENSG00000198841	1	52497775	52499488	2	1	584	0.5824	0.28015	KTI12
ENSG00000134717	1	52521797	52556388	11	1	584	0.57849	0.28147	BTF3L4
ENSG00000157077	1	52608046	52812358	49	5	584	-0.37484	0.64611	ZFYVE9
ENSG00000154222	1	52811395	52831865	5	1	584	-1.4489	0.92632	CC2D1B
ENSG00000085840	1	52838501	52870131	11	2	584	-1.865	0.96891	ORC1
ENSG00000134748	1	52870236	52886511	4	1	584	-1.5189	0.93561	PRPF38A
ENSG00000134744	1	52873954	53019159	108	5	584	-0.47935	0.68415	ZCCHC11
ENSG00000116157	1	53068044	53074723	6	2	584	-0.31682	0.62431	GPX7
ENSG00000182183	1	53099016	53135355	49	10	584	1.1318	0.12886	FAM159A
ENSG00000162377	1	53152508	53164038	20	4	584	0.026271	0.48952	COA7
ENSG00000162378	1	53192126	53293014	204	15	584	-0.4617	0.67785	ZYG11B
ENSG00000203995	1	53308183	53360670	126	7	584	0.34234	0.36605	ZYG11A
ENSG00000121310	1	53361656	53392884	31	6	584	0.31855	0.37503	ECHDC2
ENSG00000116171	1	53392901	53517375	458	19	584	-0.88791	0.81271	SCP2
ENSG00000174348	1	53527854	53551174	111	12	584	-1.3584	0.91284	PODN
ENSG00000162383	1	53552855	53608289	255	26	584	-0.41194	0.65981	SLC1A7
ENSG00000157184	1	53662101	53679869	28	6	584	-0.41217	0.65989	CPT2
ENSG00000162384	1	53679771	53686289	12	3	584	-0.14102	0.55607	C1orf123
ENSG00000162385	1	53692564	53704282	18	4	584	-0.55716	0.71129	MAGOH
ENSG00000157193	1	53711217	53793742	176	22	584	-0.67627	0.75056	LRP8
ENSG00000143006	1	53925072	53933161	22	4	584	-1.6189	0.94727	DMRTB1
ENSG00000174332	1	53971910	54199877	522	30	584	0.6098	0.271	GLIS1
ENSG00000058804	1	54231133	54304533	53	2	584	2.3839	0.0085656	NDC1
ENSG00000058799	1	54317392	54356407	91	7	584	0.55482	0.28951	YIPF1
ENSG00000211452	1	54356912	54376759	59	5	584	1.2667	0.10263	DIO1
ENSG00000081870	1	54382247	54411602	42	2	584	-0.66629	0.74739	HSPB11
ENSG00000116212	1	54411750	54433841	15	2	584	-0.72424	0.76554	LRRC42
ENSG00000203985	1	54474412	54483856	22	3	584	-0.73284	0.76817	LDLRAD1
ENSG00000116209	1	54497347	54519177	25	3	584	-1.1269	0.8701	TMEM59
ENSG00000116205	1	54519260	54578192	95	7	584	-1.4122	0.92105	TCEANC2
ENSG00000212670	1	54569968	54571750	3	1	584	-0.90745	0.81792	AL161915.1
ENSG00000157211	1	54598747	54619443	48	10	584	3.8023	7.1669e-05	CDCP2
ENSG00000256407	1	54606897	54665746	70	12	584	3.076	0.001049	RP11-446E24.4
ENSG00000248835	1	54635333	54637997	2	1	584	-1.8375	0.96693	AL357673.1
ENSG00000215883	1	54638009	54665709	6	2	584	-0.24244	0.59578	CYB5RL
ENSG00000116221	1	54649714	54691137	39	4	584	0.49703	0.30959	MRPL37
ENSG00000157216	1	54691105	54879152	321	45	584	0.85289	0.19686	SSBP3
ENSG00000198711	1	54703710	54704736	1	1	584	-0.13316	0.55297	SSBP3-AS1
ENSG00000162390	1	55007930	55104865	331	33	584	-1.7292	0.95812	ACOT11
ENSG00000162391	1	55074855	55089229	37	9	584	-1.4414	0.92526	FAM151A
ENSG00000271723	1	55107459	55207981	279	18	584	-0.21582	0.58543	MROH7-TTC4
