GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
27	rs210894m	6	11731999	rs210894	2019-04-10	30804558	Grove J	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804558	Identification of common genetic risk variants for autism spectrum disorder.	Autism spectrum disorder	18,381 European ancestry cases, 27,969 European ancestry controls	2,119 European ancestry cases, 142,379 European ancestry controls	6p24.1	Intergenic	ADTRP			ENSG00000111863			rs210894-T	rs210894	0	210894	intron_variant	0	0.548	4E-7	6.3979400086720375		1.068	[NR]	Illumina [9112387] (imputed)	N
27	rs210894m	6	11751130	rs10947543	2018-02-27	29292387	Turley P	2018-01-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29292387	Multi-trait analysis of genome-wide association summary statistics using MTAG.	Subjective well-being	388,538 European ancestry individuals	NA	6p24.1	NR	ADTRP			ENSG00000111863			rs10947543-G	rs10947543	0	10947543	intron_variant	0	0.5876	3E-8	7.522878745280337		0.0128	[0.0083-0.0173] unit decrease	Illumina [NR] (imputed)	N
29	rs16879023	6	16744687	rs1144700	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Granulocyte count	169,822 European ancestry individuals	NA	6p22.3	ATXN1	ATXN1			ENSG00000124788			rs1144700-T	rs1144700	0	1144700	intron_variant	0	0.1789	8E-13	12.096910013008056		0.03386698	[0.025-0.043] unit decrease	Affymetrix [~ 2500000] (imputed)	N
29	rs16879023	6	16744687	rs1144700	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Myeloid white cell count	169,219 European ancestry individuals	NA	6p22.3	ATXN1	ATXN1			ENSG00000124788			rs1144700-T	rs1144700	0	1144700	intron_variant	0	0.1789	4E-13	12.397940008672037		0.03434341	[0.025-0.044] unit decrease	Affymetrix [~ 2500000] (imputed)	N
29	rs16879023	6	16744687	rs1144700	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Neutrophil count	170,702 European ancestry individuals	NA	6p22.3	ATXN1	ATXN1			ENSG00000124788			rs1144700-T	rs1144700	0	1144700	intron_variant	0	0.179	2E-13	12.698970004336019		0.0346259	[0.025-0.044] unit decrease	Affymetrix [~ 2500000] (imputed)	N
29	rs16879023	6	16744687	rs1144700	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Sum basophil neutrophil counts	170,143 European ancestry individuals	NA	6p22.3	ATXN1	ATXN1			ENSG00000124788			rs1144700-T	rs1144700	0	1144700	intron_variant	0	0.1789	3E-13	12.522878745280337		0.034444	[0.025-0.044] unit decrease	Affymetrix [~ 2500000] (imputed)	N
29	rs16879023	6	16744687	rs1144700	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Sum neutrophil eosinophil counts	170,384 European ancestry individuals	NA	6p22.3	ATXN1	ATXN1			ENSG00000124788			rs1144700-T	rs1144700	0	1144700	intron_variant	0	0.1789	6E-13	12.221848749616356		0.03405242	[0.025-0.043] unit decrease	Affymetrix [~ 2500000] (imputed)	N
29	rs16879023	6	16744687	rs1144700	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	White blood cell count	172,435 European ancestry individuals	NA	6p22.3	ATXN1	ATXN1			ENSG00000124788			rs1144700-T	rs1144700	0	1144700	intron_variant	0	0.1789	4E-11	10.397940008672037		0.0312677	[0.022-0.041] unit decrease	Affymetrix [~ 2500000] (imputed)	N
29	rs16879023	6	16744687	rs1144700	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	White blood cell count	approximately 444,000 European ancestry individuals	NA	6p22.3		ATXN1			ENSG00000124788			rs1144700-?	rs1144700	0	1144700	intron_variant	0	NR	4E-21	20.397940008672037				NR [~ 8900000] (imputed)	N
29	rs16879023	6	16752864	rs9367926	2019-02-06	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Balding type 1	approximately 208,000 European ancestry individuals	NA	6p22.3		ATXN1			ENSG00000124788			rs9367926-?	rs9367926	0	9367926	intron_variant	0	NR	6E-12	11.221848749616356				NR [~ 8900000] (imputed)	N
29	rs16879023	6	16758002	rs6915310	2019-02-01	30573740	Yap CX	2018-12-20	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30573740	Dissection of genetic variation and evidence for pleiotropy in male pattern baldness.	Male-pattern baldness	205,327 European ancestry males	NA	6p22.3	NR	ATXN1			ENSG00000124788			rs6915310-T	rs6915310	0	6915310	intron_variant	0	0.169738	5E-20	19.30102999566398		0.0375681	[0.03-0.046] unit increase	NR [19129689] (imputed)	N
29	rs16879023	6	16758425	rs1322599	2018-07-28	29403010	Kanai M	2018-02-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29403010	Genetic analysis of quantitative traits in the Japanese population links cell types to complex human diseases.	White blood cell count	107,964 Japanese ancestry individuals	NA	6p22.3	ATXN1	ATXN1			ENSG00000124788			rs1322599-?	rs1322599	0	1322599	intron_variant	0	NR	2E-9	8.698970004336019		0.02756	[0.019-0.037] unit decrease novel	Illumina [6108953] (imputed)	N
30	rs12203328	6	23767038	rs12203328	2019-04-10	30804558	Grove J	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804558	Identification of common genetic risk variants for autism spectrum disorder.	Autism spectrum disorder	18,381 European ancestry cases, 27,969 European ancestry controls	2,119 European ancestry cases, 142,379 European ancestry controls	6p22.3	Intergenic	AL133270.1 - AL139093.1	ENSG00000219453	ENSG00000278128		117036	87634	rs12203328-C	rs12203328	0	12203328	intergenic_variant	1	0.278	2E-6	5.698970004336019		1.069	[NR]	Illumina [9112387] (imputed)	N
31	rs740883	6	29575405	rs740883	2019-04-10	30804558	Grove J	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804558	Identification of common genetic risk variants for autism spectrum disorder.	Autism spectrum disorder	18,381 European ancestry cases, 27,969 European ancestry controls	2,119 European ancestry cases, 142,379 European ancestry controls	6p22.1	Intergenic	GABBR1, GABBR1, GABBR1, GABBR1, GABBR1, GABBR1, GABBR1			ENSG00000232569, ENSG00000206511, ENSG00000204681, ENSG00000232632, ENSG00000237051, ENSG00000206466, ENSG00000237112			rs740883-T	rs740883	0	740883	intron_variant	0	0.088	1E-6	6.0		1.1160713	[NR]	Illumina [9112387] (imputed)	N
33	rs72934503	6	98549801	rs9401593	2017-02-24	27225129	Okbay A	2016-05-26	Nature	www.ncbi.nlm.nih.gov/pubmed/27225129	Genome-wide association study identifies 74 loci associated with educational attainment.	Educational attainment (years of education)	405,072 European ancestry individuals	NA	6q16.1	NR	AL589740.1			ENSG00000271860			rs9401593-A	rs9401593	0	9401593	intron_variant	0	0.5157	4E-28	27.397940008672037		0.024470737	NR unit decrease	Affymetrix, Illumina, Perlegen [~ 9300000] (imputed)	N
33	rs72934503	6	98549801	rs9401593	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Cognitive performance (MTAG)	402,382 European ancestry individuals	NA	6q16.1	Intergenic	AL589740.1			ENSG00000271860			rs9401593-A	rs9401593	0	9401593	intron_variant	0	0.5124	5E-55	54.30102999566398	(MTAG)	0.0358	[0.031-0.04] unit decrease	Affymetrix, Illumina [7100000] (imputed)	N
33	rs72934503	6	98550289	rs1906252	2016-12-21	27046643	Davies G	2016-04-05	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/27046643	Genome-wide association study of cognitive functions and educational attainment in UK Biobank (N=112 151).	Educational attainment	111,114 European ancestry individuals	NA	6q16.1	Intergenic	AL589740.1			ENSG00000271860			rs1906252-?	rs1906252	0	1906252	intron_variant	0	NR	1E-9	9.0		0.0261309	[NR] unit increase	Affymetrix [~ 17300000] (imputed)	N
33	rs72934503	6	98550289	rs1906252	2018-09-12	29942086	Savage JE	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942086	Genome-wide association meta-analysis in 269,867 individuals identifies new genetic and functional links to intelligence.	Intelligence	269,867 European ancestry individuals	NA	6q16.1	NR	AL589740.1			ENSG00000271860			rs1906252-A	rs1906252	0	1906252	intron_variant	0	NR	7E-31	30.154901959985743		11.549	z-score increase	Affymetrix, Illumina [9295118] (imputed)	N
33	rs72934503	6	98550289	rs1906252	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Cognitive performance	257,841 European ancestry individuals	NA	6q16.1	Intergenic	AL589740.1			ENSG00000271860			rs1906252-A	rs1906252	0	1906252	intron_variant	0	0.4873	4E-27	26.397940008672037		0.0307	[0.025-0.036] unit increase	Affymetrix, Illumina [10100000] (imputed)	N
33	rs72934503	6	98550289	rs1906252	2019-01-21	29970889	Day FR	2018-07-03	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29970889	Elucidating the genetic basis of social interaction and isolation.	Regular attendance at a pub or social club	124,047 European ancestry cases, 328,255 European ancestry controls	NA	6q16.1	MIR2113	AL589740.1			ENSG00000271860			rs1906252-C	rs1906252	0	1906252	intron_variant	0	0.515822	8E-9	8.096910013008056		0.00528399	[0.0035-0.0071] unit increase	NR [NR] (imputed)	N
33	rs72934503	6	98550289	rs1906252	2019-03-10	30818990	Yu D	2019-03-01	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30818990	Interrogating the Genetic Determinants of Tourette's Syndrome and Other Tic Disorders Through Genome-Wide Association Studies.	Tourette syndrome	4,271 European ancestry cases, 548 European ancestry cases from 207 families, 9,488 European ancestry controls	706 Icelandic ancestry cases, 6,068 Icelandic ancestry controls	6q16.1	MIR2113	AL589740.1			ENSG00000271860			rs1906252-C	rs1906252	0	1906252	intron_variant	0	0.5086999999999999	3E-7	6.522878745280337		1.1348494		Illumina [8265319] (imputed)	N
33	rs72934503	6	98553894	rs1487441	2015-05-08	25201988	Rietveld CA	2014-09-08	Proc Natl Acad Sci U S A	www.ncbi.nlm.nih.gov/pubmed/25201988	Common genetic variants associated with cognitive performance identified using the proxy-phenotype method.	Educational attainment	106,736 European ancestry individuals	NA	6q16.1	POU3F2	AL589740.1			ENSG00000271860			rs1487441-A	rs1487441	0	1487441	intron_variant	0	0.473	2E-9	8.698970004336019		0.026	[NR] unit increase	Affymetrix, Illumina [NR] (imputed)	N
33	rs72934503	6	98553894	rs1487441	2017-03-10	27329760	Hou L	2016-06-21	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/27329760	Genome-wide association study of 40,000 individuals identifies two novel loci associated with bipolar disorder.	Bipolar disorder	7,647 European ancestry cases, 27,303 European ancestry controls	2,137 European ancestry cases, 3,168 European ancestry controls	6q16.1	POU3F2, MIR2113	AL589740.1			ENSG00000271860			rs1487441-G	rs1487441	0	1487441	intron_variant	0	0.51	3E-8	7.522878745280337		1.12	[1.08-1.15]	Affymetrix, Illumina [9692718] (imputed)	N
33	rs72934503	6	98555272	rs9375188	2018-10-19	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (years of education)	up to 1,131,881 European ancestry individuals	NA	6q16.1		AL589740.1			ENSG00000271860			rs9375188-T	rs9375188	0	9375188	intron_variant	0	0.4847	9E-52	51.045757490560675		0.0212	[0.018-0.024] unit increase	Affymetrix, Illumina [10000000] (imputed)	N
33	rs72934503	6	98555272	rs9375188	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (MTAG)	1,311,438 European ancestry individuals	NA	6q16.1	Intergenic	AL589740.1			ENSG00000271860			rs9375188-T	rs9375188	0	9375188	intron_variant	0	0.4847	1E-68	68.0	(MTAG)	0.0229	[0.02-0.025] unit increase	Affymetrix, Illumina [7100000] (imputed)	N
33	rs72934503	6	98565211	rs1487445	2018-10-19	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (years of education)	up to 1,131,881 European ancestry individuals	NA	6q16.1		AL589740.1			ENSG00000271860			rs1487445-T	rs1487445	0	1487445	intron_variant	0	0.4769	3E-45	44.52287874528034	(conditional-joint)	0.02	[0.017-0.023] unit increase	Affymetrix, Illumina [10000000] (imputed)	N
33	rs72934503	6	98565211	rs1487445	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Highest math class taken	430,445 European ancestry individuals	NA	6q16.1	Intergenic	AL589740.1			ENSG00000271860			rs1487445-C	rs1487445	0	1487445	intron_variant	0	0.5285	7E-31	30.154901959985743		0.0262	[0.022-0.031] unit decrease	Affymetrix, Illumina [10000000] (imputed)	N
33	rs72934503	6	98565211	rs1487445	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Highest math class taken (MTAG)	811,539 European ancestry individuals	NA	6q16.1	Intergenic	AL589740.1			ENSG00000271860			rs1487445-T	rs1487445	0	1487445	intron_variant	0	0.4715	6E-71	70.22184874961636	(MTAG)	0.0294	[0.026-0.033] unit increase	Affymetrix, Illumina [7100000] (imputed)	N
33	rs72934503	6	98565211	rs1487445	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Self-reported math ability (MTAG)	670,471 European ancestry individuals	NA	6q16.1	Intergenic	AL589740.1			ENSG00000271860			rs1487445-T	rs1487445	0	1487445	intron_variant	0	0.4718	9E-52	51.045757490560675	(MTAG)	0.0271	[0.024-0.031] unit increase	Affymetrix, Illumina [7100000] (imputed)	N
33	rs72934503	6	98572120	rs10457441	2015-11-08	25644384	Davies G	2015-02-03	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25644384	Genetic contributions to variation in general cognitive function: a meta-analysis of genome-wide association studies in the CHARGE consortium (N=53949).	Cognitive function	51,719 European ancestry individuals, 1,473 Erasmus Rucphen (founder/genetic isolate) individuals, 327 Korculan (founder/genetic isolate) individuals, 430 Orcadian (founder/genetic isolate) individuals	NA	6q16.1	intergenic	AL589740.1			ENSG00000271860			rs10457441-?	rs10457441	0	10457441	intron_variant	0	NR	4E-9	8.397940008672037		0.0324	[0.022-0.043] unit decrease	Affymetrix, Illumina [2478500] (imputed)	N
33	rs72934503	6	98574560	rs968050	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Alcohol consumption (drinks per week) (MTAG)	up to 1,039,210 European ancestry individuals	NA	6q16.1	NR	AL589740.1			ENSG00000271860			rs968050-T	rs968050	0	968050	intron_variant	0	0.483	2E-11	10.698970004336019		0.00884588	[0.0063-0.0114] unit increase	NR [~ 9732723] (imputed)	N
33	rs72934503	6	98576223	rs12202969	2014-10-22	24618891	Muhleisen TW	2014-03-11	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/24618891	Genome-wide association study reveals two new risk loci for bipolar disorder.	Bipolar disorder	9,747 European ancestry cases, 14,278 European ancestry controls	NA	6q16.1	POU3F2, MIR2113	AL589740.1			ENSG00000271860			rs12202969-A	rs12202969	0	12202969	intron_variant	0	NR	1E-8	8.0		1.12	[NR]	Illumina [2267487] (imputed)	N
33	rs72934503	6	98576223	rs12202969	2019-03-18	30643258	Karlsson Linner R	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643258	Genome-wide association analyses of risk tolerance and risky behaviors in over 1 million individuals identify hundreds of loci and shared genetic influences.	General risk tolerance (MTAG)	975,353 European ancestry individuals	NA	6q16.1	POU3F2	AL589740.1			ENSG00000271860			rs12202969-A	rs12202969	0	12202969	intron_variant	0	0.483	1E-11	11.0		0.008	[0.0056-0.0104] unit increase	Affymetrix, Illumina [5869552] (imputed)	N
33	rs72934503	6	98582900	rs12206087	2018-01-12	29186694	Lam M	2017-11-28	Cell Rep	www.ncbi.nlm.nih.gov/pubmed/29186694	Large-Scale Cognitive GWAS Meta-Analysis Reveals Tissue-Specific Neural Expression and Potential Nootropic Drug Targets.	Cognitive ability	107,207 European ancestry individuals	NA	6q16.1	RP11-436D23.1	AL589740.1			ENSG00000271860			rs12206087-?	rs12206087	0	12206087	intron_variant	0	NR	2E-11	10.698970004336019		6.695	z score increase	Affymetrix, Illumina [7357080] (imputed)	N
33	rs72934503	6	98582900	rs12206087	2018-02-23	29326435	Hill WD	2018-01-11	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29326435	A combined analysis of genetically correlated traits identifies 187 loci and a role for neurogenesis and myelination in intelligence.	Intelligence (MTAG)	120,934 British ancestry individuals, 127,548 individuals	NA	6q16.1	RP11-436D23.1	AL589740.1			ENSG00000271860			rs12206087-A	rs12206087	0	12206087	intron_variant	0	NR	7E-39	38.15490195998574		0.038085584	[0.032-0.044] unit increase	Affymetrix [NR]	N
33	rs72934503	6	98582900	rs12206087	2019-02-06	29520040	Coleman JRI	2018-03-08	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29520040	Biological annotation of genetic loci associated with intelligence in a meta-analysis of 87,740 individuals.	Extremely high intelligence	1,247 European ancestry cases, 86,493 European ancestry controls	NA	6q16.1	NR	AL589740.1			ENSG00000271860			rs12206087-A	rs12206087	0	12206087	intron_variant	0	0.504	1E-11	11.0		6.8	NR z score increase increase	Illumina [up to 12595966] (imputed)	N
