region2	reg_region	type	tissue/cell	genes
17:43120000-43130000	17:43129410-43130134	dyadic	E071	ENSG00000136448
17:43120000-43130000	17:43129410-43130134	dyadic	E072	ENSG00000136448
17:43120000-43130000	17:43129410-43130134	dyadic	E073	ENSG00000136448
17:43120000-43130000	17:43129410-43130134	dyadic	E074	ENSG00000136448
17:43120000-43130000	17:43129410-43130134	dyadic	E081	ENSG00000136448
17:43120000-43130000	17:43129410-43130134	dyadic	E082	ENSG00000136448
17:43220000-43230000	17:43220338-43222769	dyadic	E053	NA
17:43220000-43230000	17:43220338-43222769	dyadic	E054	NA
17:43220000-43230000	17:43220338-43222769	dyadic	E067	NA
17:43220000-43230000	17:43220338-43222769	dyadic	E068	NA
17:43220000-43230000	17:43220338-43222769	dyadic	E069	NA
17:43220000-43230000	17:43220338-43222769	dyadic	E070	NA
17:43220000-43230000	17:43220338-43222769	dyadic	E071	NA
17:43220000-43230000	17:43220338-43222769	dyadic	E073	NA
17:43220000-43230000	17:43220338-43222769	dyadic	E074	NA
17:43220000-43230000	17:43220338-43222769	dyadic	E081	NA
17:43220000-43230000	17:43228083-43229657	dyadic	E053	NA
17:43220000-43230000	17:43228083-43229657	dyadic	E054	NA
17:43220000-43230000	17:43228083-43229657	dyadic	E067	NA
17:43220000-43230000	17:43228083-43229657	dyadic	E068	NA
17:43220000-43230000	17:43228083-43229657	dyadic	E069	NA
17:43220000-43230000	17:43228083-43229657	dyadic	E070	NA
17:43220000-43230000	17:43228083-43229657	dyadic	E071	NA
17:43220000-43230000	17:43228083-43229657	dyadic	E072	NA
17:43220000-43230000	17:43228083-43229657	dyadic	E073	NA
17:43220000-43230000	17:43228083-43229657	dyadic	E074	NA
17:43220000-43230000	17:43228083-43229657	dyadic	E081	NA
17:43220000-43230000	17:43228083-43229657	dyadic	E082	NA
17:43240000-43250000	17:43242458-43242516	dyadic	E071	NA
17:43240000-43250000	17:43247786-43250759	dyadic	E053	NA
17:43240000-43250000	17:43247786-43250759	dyadic	E054	NA
17:43240000-43250000	17:43247786-43250759	dyadic	E067	NA
17:43240000-43250000	17:43247786-43250759	dyadic	E068	NA
17:43240000-43250000	17:43247786-43250759	dyadic	E069	NA
17:43240000-43250000	17:43247786-43250759	dyadic	E070	NA
17:43240000-43250000	17:43247786-43250759	dyadic	E071	NA
17:43240000-43250000	17:43247786-43250759	dyadic	E072	NA
17:43240000-43250000	17:43247786-43250759	dyadic	E073	NA
17:43240000-43250000	17:43247786-43250759	dyadic	E074	NA
17:43240000-43250000	17:43247786-43250759	dyadic	E081	NA
17:43240000-43250000	17:43247786-43250759	dyadic	E082	NA
17:43300000-43310000	17:43300905-43301809	dyadic	E069	NA
17:43300000-43310000	17:43300905-43301809	dyadic	E071	NA
17:43300000-43310000	17:43300905-43301809	dyadic	E072	NA
17:43300000-43310000	17:43300905-43301809	dyadic	E073	NA
17:43300000-43310000	17:43300905-43301809	dyadic	E081	NA
17:43300000-43310000	17:43300905-43301809	dyadic	E082	NA
17:43300000-43310000	17:43301835-43307558	dyadic	E071	NA
17:43500000-43510000	17:43505325-43507700	dyadic	E053	NA
17:43500000-43510000	17:43505325-43507700	dyadic	E054	NA
17:43500000-43510000	17:43505325-43507700	dyadic	E067	NA
17:43500000-43510000	17:43505325-43507700	dyadic	E070	NA
17:43500000-43510000	17:43505325-43507700	dyadic	E071	NA
17:43500000-43510000	17:43507740-43507820	dyadic	E053	NA
17:43500000-43510000	17:43507740-43507820	dyadic	E054	NA
17:43500000-43510000	17:43507740-43507820	dyadic	E071	NA
17:43509000-43511000	17:43510123-43510881	dyadic	E053	NA
17:43509000-43511000	17:43510123-43510881	dyadic	E054	NA
17:43509000-43511000	17:43510123-43510881	dyadic	E068	NA
17:43509000-43511000	17:43510123-43510881	dyadic	E071	NA
17:43509000-43511000	17:43510123-43510881	dyadic	E073	NA
17:43509000-43511000	17:43510123-43510881	dyadic	E074	NA
17:43509000-43511000	17:43510123-43510881	dyadic	E081	NA
17:43510000-43520000	17:43510123-43510881	dyadic	E053	NA
17:43510000-43520000	17:43510123-43510881	dyadic	E054	NA
17:43510000-43520000	17:43510123-43510881	dyadic	E068	NA
17:43510000-43520000	17:43510123-43510881	dyadic	E071	NA
17:43510000-43520000	17:43510123-43510881	dyadic	E073	NA
17:43510000-43520000	17:43510123-43510881	dyadic	E074	NA
17:43510000-43520000	17:43510123-43510881	dyadic	E081	NA
17:43560000-43570000	17:43567169-43567231	dyadic	E053	NA
17:43560000-43570000	17:43567169-43567231	dyadic	E054	NA
17:43560000-43570000	17:43567169-43567231	dyadic	E068	NA
17:43560000-43570000	17:43567169-43567231	dyadic	E070	NA
17:43560000-43570000	17:43567169-43567231	dyadic	E071	NA
17:43560000-43570000	17:43567169-43567231	dyadic	E072	NA
17:43560000-43570000	17:43567169-43567231	dyadic	E073	NA
17:43560000-43570000	17:43567169-43567231	dyadic	E074	NA
17:43560000-43570000	17:43567169-43567231	dyadic	E082	NA
17:43660000-43670000	17:43660331-43660554	dyadic	E053	NA
17:43660000-43670000	17:43660331-43660554	dyadic	E054	NA
17:43660000-43670000	17:43660331-43660554	dyadic	E068	NA
17:43660000-43670000	17:43660331-43660554	dyadic	E070	NA
17:43660000-43670000	17:43660331-43660554	dyadic	E071	NA
17:43660000-43670000	17:43660331-43660554	dyadic	E072	NA
17:43660000-43670000	17:43660331-43660554	dyadic	E074	NA
17:43660000-43670000	17:43660331-43660554	dyadic	E081	NA
17:43660000-43670000	17:43660331-43660554	dyadic	E082	NA
17:43970000-43980000	17:43975186-43975307	dyadic	E053	NA
17:43970000-43980000	17:43975186-43975307	dyadic	E054	NA
17:43970000-43980000	17:43975186-43975307	dyadic	E067	NA
17:43970000-43980000	17:43975186-43975307	dyadic	E068	NA
17:43970000-43980000	17:43975186-43975307	dyadic	E069	NA
17:43970000-43980000	17:43975186-43975307	dyadic	E070	NA
17:43970000-43980000	17:43975186-43975307	dyadic	E071	NA
17:43970000-43980000	17:43975186-43975307	dyadic	E072	NA
17:43970000-43980000	17:43975186-43975307	dyadic	E073	NA
17:43970000-43980000	17:43975186-43975307	dyadic	E074	NA
17:43970000-43980000	17:43975186-43975307	dyadic	E081	NA
17:43970000-43980000	17:43975186-43975307	dyadic	E082	NA
17:43970000-43980000	17:43975380-43975430	dyadic	E053	NA
17:43970000-43980000	17:43975380-43975430	dyadic	E067	NA
17:43970000-43980000	17:43975380-43975430	dyadic	E068	NA
17:43970000-43980000	17:43975380-43975430	dyadic	E069	NA
17:43970000-43980000	17:43975380-43975430	dyadic	E070	NA
17:43970000-43980000	17:43975380-43975430	dyadic	E071	NA
17:43970000-43980000	17:43975380-43975430	dyadic	E072	NA
17:43970000-43980000	17:43975380-43975430	dyadic	E073	NA
17:43970000-43980000	17:43975380-43975430	dyadic	E074	NA
17:43970000-43980000	17:43975380-43975430	dyadic	E081	NA
17:43970000-43980000	17:43975380-43975430	dyadic	E082	NA
17:44000000-44010000	17:44008291-44008460	dyadic	E074	NA
17:44000000-44010000	17:44008566-44008635	dyadic	E074	NA
17:44050000-44060000	17:44051449-44051582	dyadic	E068	NA
17:44050000-44060000	17:44051449-44051582	dyadic	E071	NA
17:44050000-44060000	17:44051449-44051582	dyadic	E072	NA
17:44050000-44060000	17:44051449-44051582	dyadic	E073	NA
17:44050000-44060000	17:44051449-44051582	dyadic	E081	NA
17:44240001-44280000	17:44267311-44267859	dyadic	E053	NA
17:44240001-44280000	17:44267311-44267859	dyadic	E054	NA
17:44240001-44280000	17:44267311-44267859	dyadic	E067	NA
17:44240001-44280000	17:44267311-44267859	dyadic	E068	NA
17:44240001-44280000	17:44267311-44267859	dyadic	E069	NA
17:44240001-44280000	17:44267311-44267859	dyadic	E070	NA
17:44240001-44280000	17:44267311-44267859	dyadic	E071	NA
17:44240001-44280000	17:44267311-44267859	dyadic	E072	NA
17:44240001-44280000	17:44267311-44267859	dyadic	E073	NA
17:44240001-44280000	17:44267311-44267859	dyadic	E074	NA
17:44240001-44280000	17:44267311-44267859	dyadic	E081	NA
17:44240001-44280000	17:44267311-44267859	dyadic	E082	NA
17:44240001-44280000	17:44267890-44268023	dyadic	E053	NA
17:44240001-44280000	17:44267890-44268023	dyadic	E054	NA
17:44240001-44280000	17:44267890-44268023	dyadic	E067	NA
17:44240001-44280000	17:44267890-44268023	dyadic	E068	NA
17:44240001-44280000	17:44267890-44268023	dyadic	E069	NA
17:44240001-44280000	17:44267890-44268023	dyadic	E070	NA
17:44240001-44280000	17:44267890-44268023	dyadic	E071	NA
17:44240001-44280000	17:44267890-44268023	dyadic	E072	NA
17:44240001-44280000	17:44267890-44268023	dyadic	E073	NA
17:44240001-44280000	17:44267890-44268023	dyadic	E074	NA
17:44240001-44280000	17:44267890-44268023	dyadic	E081	NA
17:44240001-44280000	17:44267890-44268023	dyadic	E082	NA
17:44240001-44280000	17:44268092-44268380	dyadic	E053	NA
17:44240001-44280000	17:44268092-44268380	dyadic	E054	NA
17:44240001-44280000	17:44268092-44268380	dyadic	E067	NA
17:44240001-44280000	17:44268092-44268380	dyadic	E068	NA
17:44240001-44280000	17:44268092-44268380	dyadic	E069	NA
17:44240001-44280000	17:44268092-44268380	dyadic	E070	NA
17:44240001-44280000	17:44268092-44268380	dyadic	E071	NA
17:44240001-44280000	17:44268092-44268380	dyadic	E072	NA
17:44240001-44280000	17:44268092-44268380	dyadic	E073	NA
17:44240001-44280000	17:44268092-44268380	dyadic	E074	NA
17:44240001-44280000	17:44268092-44268380	dyadic	E081	NA
17:44240001-44280000	17:44268092-44268380	dyadic	E082	NA
17:44369000-44371000	17:44368977-44369102	dyadic	E071	NA
17:44890000-44900000	17:44894955-44895034	dyadic	E053	NA
17:44890000-44900000	17:44894955-44895034	dyadic	E067	NA
17:44890000-44900000	17:44895074-44895167	dyadic	E053	NA
17:44890000-44900000	17:44895074-44895167	dyadic	E067	NA
17:44890000-44900000	17:44895169-44895284	dyadic	E053	NA
17:44890000-44900000	17:44895169-44895284	dyadic	E067	NA
17:44890000-44900000	17:44895169-44895284	dyadic	E068	NA
17:44890000-44900000	17:44895372-44895605	dyadic	E053	NA
17:44890000-44900000	17:44895372-44895605	dyadic	E067	NA
17:44890000-44900000	17:44895372-44895605	dyadic	E068	NA
17:44890000-44900000	17:44895372-44895605	dyadic	E072	NA
17:44890000-44900000	17:44895372-44895605	dyadic	E082	NA
17:44890000-44900000	17:44895639-44895717	dyadic	E053	NA
17:44890000-44900000	17:44895639-44895717	dyadic	E067	NA
17:44890000-44900000	17:44895639-44895717	dyadic	E068	NA
17:44890000-44900000	17:44895639-44895717	dyadic	E072	NA
17:44890000-44900000	17:44895639-44895717	dyadic	E082	NA
17:44910000-44920000	17:44918857-44918989	dyadic	E053	NA
17:44910000-44920000	17:44918857-44918989	dyadic	E067	NA
17:44910000-44920000	17:44918857-44918989	dyadic	E068	NA
17:44910000-44920000	17:44918857-44918989	dyadic	E073	NA
19:37160001-37200000	19:37159971-37160021	dyadic	E068	NA
19:37160001-37200000	19:37160176-37160266	dyadic	E068	NA
19:37160001-37200000	19:37177129-37177291	dyadic	E053	NA
19:37160001-37200000	19:37177129-37177291	dyadic	E054	NA
19:37160001-37200000	19:37177129-37177291	dyadic	E067	NA
19:37160001-37200000	19:37177129-37177291	dyadic	E068	NA
19:37160001-37200000	19:37177129-37177291	dyadic	E069	NA
19:37160001-37200000	19:37177129-37177291	dyadic	E071	NA
19:37160001-37200000	19:37177129-37177291	dyadic	E072	NA
19:37160001-37200000	19:37177129-37177291	dyadic	E073	NA
19:37160001-37200000	19:37177129-37177291	dyadic	E081	NA
19:37160001-37200000	19:37177129-37177291	dyadic	E082	NA
19:37280000-37290000	19:37282073-37282137	dyadic	E068	NA
19:37280000-37290000	19:37282073-37282137	dyadic	E069	NA
19:37280000-37290000	19:37282073-37282137	dyadic	E074	NA
19:37280000-37290000	19:37283307-37283379	dyadic	E073	NA
19:37280000-37290000	19:37283307-37283379	dyadic	E074	NA
19:37280001-37320000	19:37282073-37282137	dyadic	E068	NA
19:37280001-37320000	19:37282073-37282137	dyadic	E069	NA
19:37280001-37320000	19:37282073-37282137	dyadic	E074	NA
19:37280001-37320000	19:37283307-37283379	dyadic	E073	NA
19:37280001-37320000	19:37283307-37283379	dyadic	E074	NA
19:37320001-37360000	19:37327940-37328080	dyadic	E053	NA
19:37320001-37360000	19:37327940-37328080	dyadic	E054	NA
19:37320001-37360000	19:37327940-37328080	dyadic	E068	NA
19:37320001-37360000	19:37327940-37328080	dyadic	E069	NA
19:37320001-37360000	19:37327940-37328080	dyadic	E070	NA
19:37320001-37360000	19:37327940-37328080	dyadic	E071	NA
19:37320001-37360000	19:37327940-37328080	dyadic	E072	NA
19:37320001-37360000	19:37327940-37328080	dyadic	E081	NA
19:37320001-37360000	19:37339019-37339192	dyadic	E068	NA
19:37320001-37360000	19:37339019-37339192	dyadic	E082	NA
19:37320001-37360000	19:37342901-37342994	dyadic	E054	NA
19:37320001-37360000	19:37342901-37342994	dyadic	E070	NA
19:37320001-37360000	19:37342901-37342994	dyadic	E072	NA
19:37320001-37360000	19:37342901-37342994	dyadic	E081	NA
19:37320001-37360000	19:37342901-37342994	dyadic	E082	NA
19:37680001-37720000	19:37702378-37702418	dyadic	E067	NA
19:37680001-37720000	19:37702378-37702418	dyadic	E068	NA
19:37680001-37720000	19:37702378-37702418	dyadic	E069	NA
19:37680001-37720000	19:37702378-37702418	dyadic	E071	NA
19:37680001-37720000	19:37702378-37702418	dyadic	E072	NA
19:37680001-37720000	19:37702378-37702418	dyadic	E073	NA
19:37680001-37720000	19:37709837-37709966	dyadic	E053	NA
19:37680001-37720000	19:37709837-37709966	dyadic	E054	NA
19:37680001-37720000	19:37709837-37709966	dyadic	E067	NA
19:37680001-37720000	19:37709837-37709966	dyadic	E068	NA
19:37680001-37720000	19:37709837-37709966	dyadic	E069	NA
19:37680001-37720000	19:37709837-37709966	dyadic	E070	NA
19:37680001-37720000	19:37709837-37709966	dyadic	E071	NA
19:37680001-37720000	19:37709837-37709966	dyadic	E072	NA
19:37680001-37720000	19:37709837-37709966	dyadic	E073	NA
19:37680001-37720000	19:37709837-37709966	dyadic	E074	NA
19:37680001-37720000	19:37709837-37709966	dyadic	E081	NA
19:37680001-37720000	19:37709837-37709966	dyadic	E082	NA
19:37680001-37720000	19:37710033-37710161	dyadic	E053	NA
19:37680001-37720000	19:37710033-37710161	dyadic	E054	NA
19:37680001-37720000	19:37710033-37710161	dyadic	E067	NA
19:37680001-37720000	19:37710033-37710161	dyadic	E068	NA
19:37680001-37720000	19:37710033-37710161	dyadic	E069	NA
19:37680001-37720000	19:37710033-37710161	dyadic	E070	NA
19:37680001-37720000	19:37710033-37710161	dyadic	E071	NA
19:37680001-37720000	19:37710033-37710161	dyadic	E072	NA
19:37680001-37720000	19:37710033-37710161	dyadic	E073	NA
19:37680001-37720000	19:37710033-37710161	dyadic	E074	NA
19:37680001-37720000	19:37710033-37710161	dyadic	E081	NA
19:37680001-37720000	19:37710033-37710161	dyadic	E082	NA
2:62140000-62150000	2:62147831-62147944	dyadic	E074	NA
2:62680001-62720000	2:62716690-62716792	dyadic	E069	NA
2:62680001-62720000	2:62716690-62716792	dyadic	E071	NA
21:36350000-36360000	21:36353107-36353273	dyadic	E054	NA
21:36350000-36360000	21:36353107-36353273	dyadic	E068	NA
5:87040001-87080000	5:87064339-87064445	dyadic	E053	NA
5:87040001-87080000	5:87064339-87064445	dyadic	E068	NA
5:87040001-87080000	5:87064339-87064445	dyadic	E070	NA
5:87040001-87080000	5:87064339-87064445	dyadic	E081	NA
5:87040001-87080000	5:87064339-87064445	dyadic	E082	NA
5:87040001-87080000	5:87064723-87064880	dyadic	E053	NA
5:87040001-87080000	5:87064723-87064880	dyadic	E054	NA
5:87040001-87080000	5:87064723-87064880	dyadic	E070	NA
5:87040001-87080000	5:87064723-87064880	dyadic	E081	NA
5:87040001-87080000	5:87064723-87064880	dyadic	E082	NA
5:87040001-87080000	5:87064924-87065144	dyadic	E053	NA
5:87040001-87080000	5:87064924-87065144	dyadic	E054	NA
5:87040001-87080000	5:87064924-87065144	dyadic	E070	NA
5:87040001-87080000	5:87064924-87065144	dyadic	E081	NA
5:87040001-87080000	5:87064924-87065144	dyadic	E082	NA
5:87040001-87080000	5:87065208-87065362	dyadic	E053	NA
5:87040001-87080000	5:87065208-87065362	dyadic	E054	NA
5:87040001-87080000	5:87065208-87065362	dyadic	E070	NA
5:87040001-87080000	5:87065208-87065362	dyadic	E081	NA
5:87040001-87080000	5:87065208-87065362	dyadic	E082	NA
5:87040001-87080000	5:87065422-87065511	dyadic	E053	NA
5:87040001-87080000	5:87065422-87065511	dyadic	E070	NA
5:87040001-87080000	5:87065422-87065511	dyadic	E081	NA
5:87040001-87080000	5:87065422-87065511	dyadic	E082	NA
5:87040001-87080000	5:87065576-87065654	dyadic	E053	NA
5:87040001-87080000	5:87065576-87065654	dyadic	E070	NA
5:87040001-87080000	5:87065576-87065654	dyadic	E081	NA
5:87040001-87080000	5:87065576-87065654	dyadic	E082	NA
5:87040001-87080000	5:87073575-87073625	dyadic	E053	NA
5:87040001-87080000	5:87073575-87073625	dyadic	E081	NA
5:87040001-87080000	5:87073575-87073625	dyadic	E082	NA
5:87040001-87080000	5:87073755-87073979	dyadic	E053	NA
5:87040001-87080000	5:87073755-87073979	dyadic	E070	NA
5:87040001-87080000	5:87073755-87073979	dyadic	E081	NA
5:87040001-87080000	5:87073755-87073979	dyadic	E082	NA
5:87040001-87080000	5:87074029-87074082	dyadic	E053	NA
5:87040001-87080000	5:87074029-87074082	dyadic	E070	NA
5:87040001-87080000	5:87074029-87074082	dyadic	E081	NA
5:87040001-87080000	5:87074029-87074082	dyadic	E082	NA
5:87040001-87080000	5:87076270-87076825	dyadic	E053	NA
5:87040001-87080000	5:87076270-87076825	dyadic	E070	NA
5:87040001-87080000	5:87076270-87076825	dyadic	E081	NA
5:87040001-87080000	5:87076270-87076825	dyadic	E082	NA
5:87680001-87720000	5:87695051-87695101	dyadic	E053	NA
5:87680001-87720000	5:87695051-87695101	dyadic	E070	NA
5:87680001-87720000	5:87695051-87695101	dyadic	E074	NA
5:87680001-87720000	5:87695051-87695101	dyadic	E081	NA
5:87680001-87720000	5:87695051-87695101	dyadic	E082	NA
5:87680001-87720000	5:87695149-87695268	dyadic	E053	NA
5:87680001-87720000	5:87695149-87695268	dyadic	E070	NA
5:87680001-87720000	5:87695149-87695268	dyadic	E071	NA
5:87680001-87720000	5:87695149-87695268	dyadic	E074	NA
5:87680001-87720000	5:87695149-87695268	dyadic	E081	NA
5:87680001-87720000	5:87695149-87695268	dyadic	E082	NA
5:87680001-87720000	5:87698193-87698369	dyadic	E054	NA
5:87680001-87720000	5:87698193-87698369	dyadic	E070	NA
5:87680001-87720000	5:87698193-87698369	dyadic	E071	NA
5:87680001-87720000	5:87698193-87698369	dyadic	E081	NA
5:87680001-87720000	5:87698193-87698369	dyadic	E082	NA
5:87680001-87720000	5:87698434-87698523	dyadic	E070	NA
5:87680001-87720000	5:87698434-87698523	dyadic	E081	NA
5:87680001-87720000	5:87698434-87698523	dyadic	E082	NA
5:87680001-87720000	5:87701502-87701873	dyadic	E068	NA
5:87680001-87720000	5:87701502-87701873	dyadic	E070	NA
5:87680001-87720000	5:87701502-87701873	dyadic	E071	NA
5:87680001-87720000	5:87701502-87701873	dyadic	E081	NA
5:87680001-87720000	5:87701502-87701873	dyadic	E082	NA
5:87760001-87800000	5:87776117-87776336	dyadic	E053	NA
5:87760001-87800000	5:87776117-87776336	dyadic	E054	NA
5:87760001-87800000	5:87776117-87776336	dyadic	E067	NA
5:87760001-87800000	5:87776117-87776336	dyadic	E068	NA
5:87760001-87800000	5:87776117-87776336	dyadic	E069	NA
5:87760001-87800000	5:87776117-87776336	dyadic	E070	NA
5:87760001-87800000	5:87776117-87776336	dyadic	E071	NA
5:87760001-87800000	5:87776117-87776336	dyadic	E072	NA
5:87760001-87800000	5:87776117-87776336	dyadic	E074	NA
5:87760001-87800000	5:87776117-87776336	dyadic	E081	NA
5:87760001-87800000	5:87776117-87776336	dyadic	E082	NA
5:87760001-87800000	5:87776460-87776510	dyadic	E053	NA
5:87760001-87800000	5:87776460-87776510	dyadic	E054	NA
5:87760001-87800000	5:87776460-87776510	dyadic	E067	NA
5:87760001-87800000	5:87776460-87776510	dyadic	E068	NA
5:87760001-87800000	5:87776460-87776510	dyadic	E069	NA
5:87760001-87800000	5:87776460-87776510	dyadic	E070	NA
5:87760001-87800000	5:87776460-87776510	dyadic	E071	NA
5:87760001-87800000	5:87776460-87776510	dyadic	E072	NA
5:87760001-87800000	5:87776460-87776510	dyadic	E074	NA
5:87760001-87800000	5:87776460-87776510	dyadic	E081	NA
5:87760001-87800000	5:87776460-87776510	dyadic	E082	NA
5:87760001-87800000	5:87777421-87777522	dyadic	E053	NA
5:87760001-87800000	5:87777421-87777522	dyadic	E054	NA
5:87760001-87800000	5:87777421-87777522	dyadic	E069	NA
5:87760001-87800000	5:87777421-87777522	dyadic	E070	NA
5:87760001-87800000	5:87777421-87777522	dyadic	E074	NA
5:87760001-87800000	5:87777421-87777522	dyadic	E081	NA
5:87760001-87800000	5:87782674-87782780	dyadic	E053	NA
5:87760001-87800000	5:87782674-87782780	dyadic	E069	NA
5:87760001-87800000	5:87782674-87782780	dyadic	E070	NA
5:87760001-87800000	5:87782674-87782780	dyadic	E081	NA
5:87760001-87800000	5:87782674-87782780	dyadic	E082	NA
5:87840001-87880000	5:87840001-87840279	dyadic	E053	NA
5:87840001-87880000	5:87840001-87840279	dyadic	E054	NA
5:87840001-87880000	5:87840001-87840279	dyadic	E068	NA
5:87840001-87880000	5:87840001-87840279	dyadic	E070	NA
5:87840001-87880000	5:87840001-87840279	dyadic	E072	NA
5:87840001-87880000	5:87840001-87840279	dyadic	E073	NA
5:87840001-87880000	5:87840001-87840279	dyadic	E074	NA
5:87840001-87880000	5:87840001-87840279	dyadic	E081	NA
5:87840001-87880000	5:87840001-87840279	dyadic	E082	NA
5:87840001-87880000	5:87840316-87841080	dyadic	E053	NA
5:87840001-87880000	5:87840316-87841080	dyadic	E054	NA
5:87840001-87880000	5:87840316-87841080	dyadic	E067	NA
5:87840001-87880000	5:87840316-87841080	dyadic	E068	NA
5:87840001-87880000	5:87840316-87841080	dyadic	E070	NA
5:87840001-87880000	5:87840316-87841080	dyadic	E071	NA
5:87840001-87880000	5:87840316-87841080	dyadic	E072	NA
5:87840001-87880000	5:87840316-87841080	dyadic	E073	NA
5:87840001-87880000	5:87840316-87841080	dyadic	E074	NA
5:87840001-87880000	5:87840316-87841080	dyadic	E081	NA
5:87840001-87880000	5:87840316-87841080	dyadic	E082	NA
5:87840001-87880000	5:87841272-87841385	dyadic	E053	NA
5:87840001-87880000	5:87841272-87841385	dyadic	E054	NA
5:87840001-87880000	5:87841272-87841385	dyadic	E070	NA
5:87840001-87880000	5:87841272-87841385	dyadic	E081	NA
5:87840001-87880000	5:87841272-87841385	dyadic	E082	NA
5:87840001-87880000	5:87841527-87841577	dyadic	E053	NA
5:87840001-87880000	5:87841527-87841577	dyadic	E054	NA
5:87840001-87880000	5:87841527-87841577	dyadic	E070	NA
5:87840001-87880000	5:87841527-87841577	dyadic	E081	NA
5:87840001-87880000	5:87841527-87841577	dyadic	E082	NA
5:87840001-87880000	5:87843786-87844101	dyadic	E068	NA
5:87840001-87880000	5:87843786-87844101	dyadic	E070	NA
5:87840001-87880000	5:87844156-87844451	dyadic	E068	NA
5:87840001-87880000	5:87844156-87844451	dyadic	E070	NA
5:87840001-87880000	5:87846831-87846920	dyadic	E053	NA
5:87840001-87880000	5:87846831-87846920	dyadic	E054	NA
5:87840001-87880000	5:87846831-87846920	dyadic	E068	NA
5:87840001-87880000	5:87846831-87846920	dyadic	E070	NA
5:87840001-87880000	5:87846831-87846920	dyadic	E081	NA
5:87840001-87880000	5:87846831-87846920	dyadic	E082	NA
5:87840001-87880000	5:87846959-87847018	dyadic	E053	NA
5:87840001-87880000	5:87846959-87847018	dyadic	E054	NA
5:87840001-87880000	5:87846959-87847018	dyadic	E068	NA
5:87840001-87880000	5:87846959-87847018	dyadic	E070	NA
5:87840001-87880000	5:87846959-87847018	dyadic	E081	NA
5:87840001-87880000	5:87846959-87847018	dyadic	E082	NA
5:87840001-87880000	5:87847061-87847236	dyadic	E053	NA
5:87840001-87880000	5:87847061-87847236	dyadic	E054	NA
5:87840001-87880000	5:87847061-87847236	dyadic	E068	NA
5:87840001-87880000	5:87847061-87847236	dyadic	E070	NA
5:87840001-87880000	5:87847061-87847236	dyadic	E081	NA
5:87840001-87880000	5:87847061-87847236	dyadic	E082	NA
5:87840001-87880000	5:87847280-87847348	dyadic	E053	NA
5:87840001-87880000	5:87847280-87847348	dyadic	E054	NA
5:87840001-87880000	5:87847280-87847348	dyadic	E068	NA
5:87840001-87880000	5:87847280-87847348	dyadic	E070	NA
5:87840001-87880000	5:87847280-87847348	dyadic	E081	NA
5:87840001-87880000	5:87847280-87847348	dyadic	E082	NA
5:87840001-87880000	5:87848735-87849614	dyadic	E053	NA
5:87840001-87880000	5:87848735-87849614	dyadic	E070	NA
5:87840001-87880000	5:87848735-87849614	dyadic	E081	NA
5:87840001-87880000	5:87848735-87849614	dyadic	E082	NA
5:87840001-87880000	5:87852994-87853218	dyadic	E053	NA
5:87840001-87880000	5:87852994-87853218	dyadic	E070	NA
5:87840001-87880000	5:87852994-87853218	dyadic	E081	NA
5:87840001-87880000	5:87852994-87853218	dyadic	E082	NA
5:87840001-87880000	5:87853464-87853637	dyadic	E053	NA
5:87840001-87880000	5:87853464-87853637	dyadic	E067	NA
5:87840001-87880000	5:87853464-87853637	dyadic	E068	NA
5:87840001-87880000	5:87853464-87853637	dyadic	E070	NA
5:87840001-87880000	5:87853464-87853637	dyadic	E081	NA
5:87840001-87880000	5:87853464-87853637	dyadic	E082	NA
5:87840001-87880000	5:87854236-87854631	dyadic	E070	NA
5:87840001-87880000	5:87854236-87854631	dyadic	E082	NA
5:87920001-87960000	5:87950809-87950870	dyadic	E070	NA
5:87920001-87960000	5:87950809-87950870	dyadic	E082	NA
5:87920001-87960000	5:87951038-87951097	dyadic	E070	NA
5:87920001-87960000	5:87951038-87951097	dyadic	E082	NA
5:87920001-87960000	5:87951208-87951259	dyadic	E070	NA
5:87920001-87960000	5:87951208-87951259	dyadic	E082	NA
5:87920001-87960000	5:87951340-87951427	dyadic	E067	NA
5:87920001-87960000	5:87951340-87951427	dyadic	E070	NA
5:87920001-87960000	5:87951340-87951427	dyadic	E072	NA
5:87920001-87960000	5:87951340-87951427	dyadic	E081	NA
5:87920001-87960000	5:87951340-87951427	dyadic	E082	NA
5:87920001-87960000	5:87953568-87953648	dyadic	E053	NA
5:87920001-87960000	5:87953568-87953648	dyadic	E067	NA
5:87920001-87960000	5:87953568-87953648	dyadic	E070	NA
5:87920001-87960000	5:87953568-87953648	dyadic	E071	NA
5:87920001-87960000	5:87953568-87953648	dyadic	E081	NA
5:87920001-87960000	5:87953568-87953648	dyadic	E082	NA
5:87960001-88000000	5:87961212-87962278	dyadic	E053	NA
5:87960001-88000000	5:87961212-87962278	dyadic	E054	NA
5:87960001-88000000	5:87961212-87962278	dyadic	E067	NA
5:87960001-88000000	5:87961212-87962278	dyadic	E068	NA
5:87960001-88000000	5:87961212-87962278	dyadic	E069	NA
5:87960001-88000000	5:87961212-87962278	dyadic	E071	NA
5:87960001-88000000	5:87961212-87962278	dyadic	E072	NA
5:87960001-88000000	5:87961212-87962278	dyadic	E073	NA
5:87960001-88000000	5:87961212-87962278	dyadic	E074	NA
5:87960001-88000000	5:87961212-87962278	dyadic	E081	NA
